"","g__Turicibacter","g__Parabacteroides","g__[Ruminococcus]","g__Sutterella","f__Peptostreptococcaceae_g__","g__Ruminococcus","g__Veillonella","g__Bacteroides","g__Eggerthella","g__Faecalibacterium","g__Coprococcus","f__Lachnospiraceae_g__","g__Neisseria","g__Haemophilus","g__Blautia","f__Enterobacteriaceae_g__","g__Klebsiella","g__Dorea","g__Dialister","g__Anaerostipes","g__Phascolarctobacterium","g__Staphylococcus","g__Actinomyces","f__Gemellaceae_g__","g__Akkermansia","g__Oscillospira","o__Lactobacillales_g__","g__Adlercreutzia","g__Odoribacter","f__Clostridiaceae_g__","g__Prevotella","g__Roseburia","g__Lachnospira","o__Clostridiales_g__","g__Granulicatella","f__Erysipelotrichaceae_g__","f__Ruminococcaceae_g__","g__Clostridium","g__Streptococcus","g__Aggregatibacter","g__Fusobacterium","g__Conchiformibius","g__Bifidobacterium","g__Collinsella","g__Holdemania","g__[Eubacterium]","f__Rikenellaceae_g__","g__Bilophila"
"1939.122049",0,580,1771,616,2,76,4,9699,83,292,267,3823,0,6,1781,0,0,432,0,0,0,1,2,0,0,549,0,165,91,3,0,1,229,150,7,508,452,0,58,0,0,0,0,0,79,224,0,0
"1939.122100.a",4,11,502,24,220,53,1,44,28,165,1474,2449,0,0,2333,1,0,621,2276,2,0,0,7,0,0,166,1,6,0,1,0,86,3,1238,1,1213,2124,1,266,0,0,0,2493,1,4,9,5,0
"1939.121971",128,112,1052,27,391,3137,2,1835,6,2746,658,1160,0,0,1380,18,0,455,2,50,1,0,0,1,0,82,0,51,0,460,0,384,6,997,6,31,3524,81,1840,0,0,0,50,573,14,5,470,0
"1939.122011",13,140,609,540,53,89,1,3740,0,1777,192,940,0,38,1053,4,0,118,1,16,237,0,1,0,524,156,0,25,53,22,1,303,131,333,0,628,1018,198,28,0,2,0,29,90,9,7,762,87
"1939.122100.b",0,225,100,640,67,33,4,1786,0,946,108,439,0,17,298,6,0,109,649,0,109,0,1,0,0,184,0,0,0,106,3373,212,36,90,0,97,383,7,25,2,0,0,26,17,8,2,0,0
"1939.122010.b",0,3,536,0,7,0,507,10,3,1259,107,960,0,3,928,2,506,142,321,0,8,0,1,1,0,0,3,0,0,3,713,125,0,904,0,0,393,20,139,0,6,0,6,0,0,0,0,1
"1939.SKBTI.0274.a",0,83,279,123,58,56,83,43356,12,97504,335,36903,1,36182,72,38949,126,553,171,0,1,18,1,139,17,262,3,0,10,14,8,17,8,2320,0,100,6961,0,272,56,129,0,45,0,0,26,473,10
"1939.SKBTI.0178",0,40,7580,113,149,222,3,50326,0,11639,648,10521,0,381,695,11913,1,1694,374,3,0,0,0,0,32,352,0,0,0,37,4,464,794,4801,0,844,16199,31,33,10,18,1,832,0,289,38,22,4
"1939.SKBTI.0255.a",0,42,132,98,62,0,0,11363,0,3800,33,438,0,73,74,10,0,227,45,0,2,37,0,0,60,2,2,0,18,12,1,66,0,51,0,441,65,0,70,1,1,0,0,0,0,1,0,65
"1939.MGH100896.b",0,4,1652,346,0,1,81,17116,0,16,128,4706,0,10,74,15128,2,3161,2,0,0,1,11,137,2,2,0,0,0,0,0,0,1,149,0,668,923,0,90,5,5,0,163,0,0,1,5,2
"1939.SKBTI.1077",164,573,817,133,1898,41,115,8967,6,284,315,1996,0,323,1369,1567,0,166,4,4,7,0,5,9,0,27,0,0,0,633,1,1213,31,569,0,330,264,1,7,6,6,0,25,324,1,39,4,3
"1939.SKBTI.1103",0,1332,247,144,0,0,5,8761,0,4931,0,738,0,1027,163,219,1,273,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,293,0,457,93,0,0,0,0,0,0,0,0,12,1,0
"1939.SKBTI.1121",0,1529,837,844,6,0,112,8441,4,1232,14,1606,13,149,3,802,4,105,102,0,0,0,1,0,0,21,0,0,0,7,0,0,0,5,0,546,47,0,15,24,7,0,182,5,0,0,1,0
"1939.SKBTI.1142",0,4351,1062,7621,92,138,5,23763,23,11122,1011,5579,0,35,1507,20,1,321,0,29,829,0,1,0,6,1004,0,8,3,5,12,387,0,4239,2,218,1214,18,2,3,131,3,1,0,118,202,1582,905
"1939.SKBTI.1162",0,644,344,610,110,0,41,6239,0,2141,232,2519,0,476,1585,2833,5,165,1,0,69,0,0,0,2,219,177,0,129,44,1,172,19,645,8,119,513,0,73,1,1,0,0,2,16,0,705,59
"1939.SKBTI.1220",0,8,456,494,38,502,2,19050,7,2755,671,3097,0,24,439,48,1,392,0,1,469,0,1,0,310,336,0,6,111,6,3,863,68,2144,0,552,1895,246,13,7,29,0,1,1,297,148,124,151
"1939.SKBTI.1221",0,44,9291,56,1055,22,1186,23254,55,6963,165,6987,13,3806,369,6942,10,460,13,0,3,1,20,2,5,3,8,0,6,536,10028,25,3,45,15,496,3879,3,172,36,4184,28,6,0,2,0,12,3
"1939.SKBTI.0997",0,146,290,1495,1,15,61,14615,1,3684,106,1243,0,356,58,1267,1,136,787,0,0,0,0,0,0,566,0,0,336,1,1,3,11,242,0,124,1031,1,12,32,2,0,6,0,8,1,460,0
"1939.SKBTI.1011",0,79,781,1483,0,5,15,15267,0,956,19,2248,0,735,11,756,3,64,1818,0,0,0,0,40,0,8,0,0,12,0,1,14,0,125,17,676,139,1,1,31,2953,1,16,24,0,2,5,160
"1939.SKBTI.1013",0,1865,433,1160,15,962,8,12364,7,148,727,4400,0,71,487,30,1,37,661,0,0,0,0,1,0,287,0,0,433,5,1,1778,38,569,0,147,1121,14,5,0,10,0,0,0,104,358,3535,158
"1939.SKBTI.1014",0,9,2030,10,74,56,1,18624,9,1591,231,4634,0,11,161,3610,2,850,14,10,2,0,0,3,0,36,0,0,4,6,2,149,286,2077,0,195,2024,18,3,2,1,0,118,0,165,24,32,0
"1939.SKBTI.1026",0,21,72,353,0,5,0,4764,0,135,48,204,0,108,33,36,0,12,1,0,0,21,0,0,0,55,0,0,48,1,0,1,0,34,0,3,177,0,0,0,0,0,0,6,15,0,26,36
"1939.SKBTI.1031",0,168,450,191,31,216,4,15996,12,5813,898,2696,0,25,190,27,1,156,89,28,0,0,0,3,98,27,0,18,25,7,0,546,219,1579,0,498,931,14,4,0,16,2,134,0,6,15,2,201
"1939.SKBTI.1047",3,382,284,1177,24,493,5,19221,0,2680,94,3150,0,32,375,6,1,104,0,13,0,0,1,4,1,310,0,7,64,2,0,356,117,1958,0,164,1282,24,19,4,1,0,3,0,10,10,1103,129
"1939.121466",0,1,1484,1,34,140,6,6533,291,2,2819,7680,0,1,6107,507,1,374,6695,0,1,0,12,0,0,313,0,0,0,13,0,29,2,4710,3,1114,2508,8,416,0,4,0,2545,4,1,840,0,1158
"1939.121190",0,131,1587,0,17,19,1796,10747,0,5915,407,3202,0,5,1328,18524,0,826,3,110,0,1,5,2,0,101,0,0,0,5,0,3168,468,1031,8,1027,2671,549,136,0,0,0,30,24,0,28,1,0
"1939.SKBTI.0719",1,134,292,1860,0,137,5,4293,0,1391,77,1788,1,56,110,627,0,194,795,0,1,0,0,1,1,146,0,0,180,3,5,22,30,415,0,117,309,2,18,23,62,0,2,24,6,0,456,646
"1939.SKBTI.0732",0,483,218,212,84,13,15,7639,0,830,74,941,1,3,57,1529,0,107,224,0,33,0,0,0,0,235,0,0,0,38,2,2,0,166,1,62,384,0,4,0,0,0,2,1,13,5,1,273
"1939.SKBTI.0697",0,1679,323,48,22,34,240,7271,0,867,54,229,0,228,5,156,0,45,65,0,1,0,2,1,2,68,0,0,0,7,1,92,0,57,0,220,244,1,2,0,73,8,0,0,18,42,3,9
"1939.SKBTI018",0,16,2714,288,0,53,65,1967,50,1840,68,1977,5,3,896,61,0,195,1,0,0,24,16,0,1,1,0,0,0,0,18,67,4,1428,13,867,389,0,58,0,16,0,192,171,0,46,0,0
"1939.SKBTI078",0,3739,541,920,124,120,19,15745,0,1488,248,1272,17,16,523,241,28,210,1285,121,11,1,12,9,11,82,25,1,289,40,3,713,0,1397,2,388,1151,0,31,1,14,0,63,6,76,18,2734,616
"1939.SKBTI083",0,1463,1247,630,0,31,4,15196,0,4775,5,2078,11,9,75,4670,1,77,30,0,1,6,8,3,1407,655,0,0,158,0,1,0,0,815,2,0,214,0,26,1,1346,138,1,23,29,30,137,449
"1939.SKBTI088",0,717,491,555,20,44,13,4744,0,3374,1839,957,11,15,137,429,39,197,0,0,7,1,1,12,37,37,0,8,1,0,1687,224,6,300,3,269,510,0,16,1,15,0,196,150,4,3,33,327
"1939.SKBTI.0144",9,4691,202,31,71,1783,16,16066,3,3837,129,2268,1,101,239,45,1,29,39,46,1,1,6,0,157,749,0,2,7,42,2,1077,60,1051,15,160,1079,54,25,24,14,0,4,0,34,16,1312,0
"1939.SKBTI.0248",0,4215,1269,15,3,9,111,43229,7,1565,51,4510,1,34,133,15073,2,84,2190,1,0,0,0,0,7,859,0,0,0,4,1,2,1,83,0,129,675,1,10,2,154,0,0,0,2,44,262,3
"1939.SKBTI.0267",0,954,2189,6817,287,136,25,25361,7,6297,125,2117,0,513,88,130,2,401,648,0,0,24,0,0,1704,178,1,0,25,109,5,27,23,244,7,651,727,0,58,26,210,1,10,29,78,2700,732,396
"1939.SKBTI.0273",0,219,348,3623,2,9,4,9575,0,1208,53,1031,0,495,77,1660,0,637,760,1,0,3,0,26,0,80,0,0,5,9,77,1,0,37,0,58,109,0,13,24,675,0,1,5,0,0,118,262
"1939.SKBTI.1067",0,6149,463,2070,68,86,262,26458,3,6561,5,3632,0,15,575,42,0,329,0,0,479,0,0,5,0,145,16,0,251,9,2,2,233,4851,0,182,1036,0,24,1,0,0,51,0,165,129,3166,1
"1939.SKBTI.1176",0,5,2133,1864,0,14,0,22657,8,505,63,4682,0,0,358,22,0,202,1,0,0,0,0,0,45,31,0,0,86,0,0,101,1,335,0,2508,125,0,0,0,75,3,1,0,21,9,594,174
"1939.SKBTI.1183",0,774,1161,2,6,37,10,18314,2,8,1,5337,0,9,196,5538,0,281,89,0,0,0,0,0,0,152,0,0,23,1,1,1,0,1811,0,918,223,0,0,11,196,3,0,0,133,82,124,0
"1939.SKBTI.1187",0,1047,924,2982,3,118,6,27999,7,6000,908,6681,0,361,268,241,0,266,6,0,1711,0,4,1,2,238,0,14,61,0,6565,1963,144,3799,2,620,1185,2,67,14,25,1,615,0,11,27,227,489
"1939.SKBTI.1271",0,654,241,1444,50,1035,2,20204,4,3367,609,2990,0,16,486,11,0,345,0,1,461,0,0,0,2,570,0,0,409,6,4,1060,14,2184,0,143,1947,1,10,0,2,0,28,9,3,0,1231,1
"1939.MGH129951",0,36,7586,8310,1,4981,11,73607,0,96,321,10829,1,35,11318,207,2,19,2461,0,0,0,0,1,68577,4644,9,116,0,3,5,74,33,9191,97,466,3517,1,509,13,26,0,11729,0,1,156,8,9
"1939.SKBTI.0127",5,1255,69,1303,37,660,1,14512,2,4588,109,1168,0,29,54,70,0,61,1,97,512,2,0,0,13029,560,0,119,176,11,0,1168,35,1759,0,126,2248,47,7,1,3,0,146,1,30,7,2162,428
"1939.SKBTI.0537",0,151,296,84,82,27,11,10670,3,3934,37,1231,0,12,171,937,0,41,0,0,20,0,1,0,8,35,2,0,1,25,1,138,6,1159,0,668,455,0,7,10,2,0,0,0,7,19,2,29
"1939.SKBTI.0653",11,330,139,305,77,159,6,3665,0,1646,38,458,0,60,173,792,0,25,365,7,0,40,3,0,30,171,0,7,214,13,0,399,78,279,0,7,563,3,15,10,0,0,40,14,4,0,1311,98
"1939.MGH101468",0,2,308,2,23,20,25,3610,0,0,8,273,0,6,76,1425,0,158,3,0,0,0,0,3,0,6,9,0,0,402,0,7,0,6,2,813,2,0,17,1,3,0,15,0,0,220,2,0
"1939.100158",41,793,1118,72,522,86,0,8501,32,4086,413,1763,0,1,821,10,0,473,2240,37,1,0,1,0,0,179,0,469,0,143,0,1127,106,701,2,1148,2224,78,21,0,0,0,405,0,12,89,1721,272
"1939.122075",0,2232,208,93,72,307,0,6705,63,2923,261,1165,0,51,446,0,0,37,2,42,0,0,1,0,2,225,1,100,0,13,1,411,414,1218,1,190,970,257,349,0,0,0,183,215,14,25,0,0
"1939.122057.a",1,235,960,1116,213,286,0,5405,0,998,368,1331,0,22,1689,112,0,177,12,20,432,0,0,0,1659,312,0,62,116,32,0,470,168,643,0,819,3134,143,36,0,2,0,88,139,13,66,916,181
"1939.SKBTI.0119",0,489,444,15,0,1,46,27748,28,8249,9,395,0,99,0,515,0,2,0,0,67,0,34,0,0,508,0,0,178,0,0,2,0,91,38,159,124,0,179,2,162,0,0,89,0,0,2,0
"1939.SKBTI.0211.a",0,302,1128,368,1,0,11,8759,69,6268,25,1214,0,47,406,19,0,284,33,0,38,0,0,0,0,0,0,0,0,0,0,12,0,727,0,265,325,0,72,1,2,0,0,0,53,41,0,123
"1939.SKBTI.0250.a",0,10460,2141,68,692,15,31,82165,0,84634,1564,12223,0,456,1678,2535,1,198,6,0,1320,48,0,78,7,1484,2,0,105,320,7,1260,55,5411,0,1537,5046,0,43,6,67,0,2,114,135,31,165,5
"1939.SKBTI.0277.a",0,7545,3297,6848,134,74,619,53981,159,44490,22,3928,52,1228,290,2559,3,828,853,0,0,0,8,1,8,1,2,0,1,10,3,148,2,1173,0,2995,2894,1,1,56,857,18,0,0,663,154,49,1084
"1939.SKBTI.0246.a",0,4179,2422,7567,2,68,74,43542,1,42586,2,2393,0,86,5,2321,3,3238,3,0,9,1,0,1,6,143,3,0,0,21,3,37,4,18,0,477,383,119,26,50,296,0,19,1,0,4,5,10
"1939.SKBTI.1167",0,1600,1074,2157,231,143,37,25774,12,0,164,3495,0,67,504,1371,0,215,4057,0,0,0,4,2,0,561,0,0,228,23,1,22,0,4688,1,1167,1233,0,33,16,2,0,0,0,385,206,0,631
"1939.SKBTI.1230",0,27,3,10,0,1,41,9565,0,29,2,20,0,4306,3,13,5636,3,2,0,1,0,4,2,0,0,0,0,2,0,2,1,0,5,6,1,13,0,45,0,469,0,5,0,0,0,0,1
"1939.SKBTI.1009",0,297,1362,2065,0,19,4,12456,4,3239,85,1012,0,108,181,2907,0,69,803,1,1,0,0,8,2,358,0,0,0,0,3,213,0,238,0,192,382,1,13,477,38,2,29,89,4,0,881,129
"1939.SKBTI.1041",4,4622,498,7193,115,1777,3,26233,0,13127,658,2141,0,70,1310,512,0,474,5124,194,0,1,0,3,0,449,0,3,507,14,2,3695,94,4248,13,1043,9839,21,109,1,7,0,5171,278,43,0,5654,272
"1939.SKBTI.0392",0,258,435,316,0,2,1,5779,0,2836,29,1037,0,0,237,3229,1,8,2,0,93,26,0,1,2,199,11,0,0,1,3,2,0,862,0,232,481,0,17,7,21,0,0,5,0,15,34,149
"1939.SKBTI.0209.a",0,329,1822,208,141,6,10,41670,0,4244,236,3534,0,2259,231,14,0,201,2,0,38,0,0,1,1,33,1,0,9,51,11,662,100,475,0,1854,1115,2,20,38,1,0,38,0,5,5,31,15
"1939.SKBTI032",0,883,676,1456,9,370,8,3614,6,589,84,508,7,8,30,16422,67,174,19,0,1,10,1,3,2,33,65,0,293,2,0,1,0,236,206,111,352,24,14,19,0,0,90,58,12,16,653,1
"1939.SKBTI060",0,117,697,939,3,32,14,13423,0,11411,195,2541,7,2,66,62,5,248,6,0,32,0,2,3,3,20,4,0,5,4,154,210,0,397,1,847,643,3,17,0,3,0,73,212,19,42,35,250
"1939.SKBTI080",0,69,195,5,0,0,7,8524,0,2121,56,278,6,164,11,269,30,490,0,1,2,28,1,4,2,19,1,0,0,0,1,18,0,107,28,297,95,0,41,10,75,31,17,1,0,0,2,49
"1939.SKBTI091.b",20,342,491,0,57,29,9,5076,0,747,18,684,1,3,3,354,0,824,0,0,68,0,0,0,0,153,0,0,0,611,2,531,0,205,0,93,431,41,25,31,205,120,0,0,185,144,457,119
"1939.SKBTI.0099",0,114,2517,159,20,325,214,55502,23,30637,92,2043,0,7252,48,3530,51,1079,76,1,1105,0,0,0,1861,202,20,0,50,6,5,14,24,634,0,1106,1565,170,4,68,461,215,456,4,3,13,1651,86
"1939.SKBTI.0104",0,2373,1491,3685,5,81,30,33962,0,1694,284,5098,0,219,906,168,25,298,320,52,310,0,0,2,1,359,0,0,3,4,2,469,0,2311,0,81,2123,41,7,7,64,12,18,1,69,33,1179,274
"1939.SKBTI.0142",0,1463,911,213,1,10,4,17207,2,1822,50,1046,11,182,127,82,0,20,99,1,1,4,4,1,8,162,0,0,25,1,9,101,8,482,8,218,425,2,16,3,13,2,7,6,15,16,1206,200
"1939.SKBTI.0156",0,1325,574,3878,78,50,11,55549,14,2408,91,2364,0,233,518,1749,1,264,63,10,0,0,11,8,5,1935,0,5,1119,23,3,169,7,1515,18,118,1001,9,24,41,11,0,25,9,44,2,5280,847
"1939.SKBTI.0163",0,573,418,683,0,9,58,14859,0,3689,0,1554,0,32,0,517,18,458,333,0,1,0,0,15,4,118,0,0,6,12,1,40,1,126,2,262,338,0,8,1,200,0,15,20,0,5,108,531
"1939.SKBTI.0167",0,745,383,1664,0,0,0,25966,3,1522,1087,2996,0,19,453,70,1,35,2,13,240,0,4,0,0,92,0,0,30,0,1,358,73,128,6,68,686,3,11,18,3,0,9,0,19,11,350,78
"1939.SKBTI.0186",31,139,261,3564,1422,24,91,13995,0,5821,167,1695,13,129,289,186,1,78,78,57,4,0,1,2,7,29,0,0,6,185,1,286,159,5106,0,488,568,0,53,19,6,0,414,175,0,2,24,97
"1939.SKBTI.0187",0,1802,315,1402,20,4,45,26737,0,3766,17,2313,0,338,844,41,7,264,5,0,1,6,0,6,0,239,0,0,314,10,2,894,356,1545,0,91,1087,7,32,2,36,9,27,0,19,23,8,138
"1939.SKBTI.0161",0,424,903,2142,1,15,18,33282,8,4511,80,1532,14,349,97,7898,2,68,1319,0,9,5,3,3,0,584,2,0,1,0,2,580,2,369,6,272,436,0,62,81,84,23,71,5,13,1,2334,312
"1939.SKBTI.0205",0,2400,1296,1555,1,94,12,28071,4,10577,934,6401,0,65,411,61,0,208,4,21,200,0,1,15,2,60,0,2,11,9,1,1849,713,2411,11,840,2017,3,121,17,122,10,79,0,29,40,83,222
"1939.SKBTI.0209.b",0,127,528,126,44,4,3,19689,0,1758,72,1192,0,976,69,14,0,46,4,1,21,0,1,0,0,9,0,0,7,15,1,193,51,138,3,1233,323,2,26,16,4,0,18,1,7,1,13,13
"1939.SKBTI.0216",0,16028,1397,5556,7,16,46,19637,49,13944,1424,3221,1,161,968,10,0,717,4,0,951,3,12,16,1,712,0,0,0,5,1,635,883,669,1,1322,2450,3,79,0,5,0,418,2,269,218,79,0
"1939.SKBTI.0269",3,722,872,43,19,28,423,21786,0,320,113,2500,1,336,132,12,0,105,15,0,0,27,5,15,0,32,0,1,11,2,2294,81,177,975,32,624,823,9,125,10,273,0,258,88,162,110,32,295
"1939.SKBTI.1355",0,5,95,1,39,256,11,23120,0,3832,351,2071,2,177,264,23,0,135,0,81,546,5,0,4,0,285,8,0,1,1,20,786,360,1011,2,156,1372,44,62,8,10,0,16,0,48,0,3480,0
"1939.SKBTI.1078",48,798,307,5,296,23,34,19567,0,1978,338,1228,0,1278,49,9,0,72,1,0,0,0,5,0,0,3,0,0,0,486,1,348,25,922,10,15,156,8,69,13,8,0,140,12,20,0,13,51
"1939.SKBTI.1079",0,1693,729,4191,7,520,28,19127,0,2053,370,4237,4,404,813,5,0,147,987,61,932,0,0,0,0,825,0,0,1419,0,1,226,11,3092,0,88,1871,26,15,271,7,3,0,13,4,26,2654,1
"1939.SKBTI.1118",0,100,1388,318,0,9,5,8651,0,2617,37,521,0,9,30,15728,0,82,172,0,23,0,0,16,0,9,0,0,1,0,0,18,6,102,0,179,449,0,9,0,263,5,510,28,5,0,0,146
"1939.SKBTI.1126",58,6225,3226,3337,380,2070,57,30664,0,4652,824,4654,10,472,1889,89,0,349,3,101,0,0,22,14,3964,206,1,6,199,307,38,4596,106,2371,0,52,1853,2,66,0,68,0,634,615,55,129,2545,1138
"1939.SKBTI.1128",0,300,633,211,4,45,26,13061,12,10132,203,3030,0,631,221,577,0,230,257,0,0,0,2,3,0,83,1,4,6,3,2,6188,23,977,4,426,643,0,87,10,5,0,142,43,16,17,198,20
"1939.SKBTI.1140",4,1682,599,915,11,40,24,11332,0,2876,103,1423,6,3047,156,432,0,61,0,0,0,0,2,0,1208,494,0,2,269,1,1187,1530,4,1346,12,6,1345,0,120,216,23,0,0,3,29,0,485,292
"1939.SKBTI.1172",0,311,1726,3917,50,299,68,11781,14,8615,594,4690,0,94,447,598,0,524,500,0,0,0,5,0,119,193,37,2,44,2,0,466,66,1959,6,766,728,0,83,0,21,0,297,66,44,17,288,140
"1939.SKBTI.1178",46,1265,1447,1303,57,650,49,19745,10,2524,228,1781,0,204,488,352,0,182,196,63,292,0,0,3,2,305,0,1,194,59,3,2136,145,3819,0,300,919,44,26,0,13,3,52,5,35,102,2266,604
"1939.SKBTI.1186",0,17,443,1,73,3,8,25116,5,293,15,3391,0,27,193,5781,1,207,2,0,0,0,0,0,0,6,0,0,0,12,0,3,0,109,0,205,7,0,7,0,0,0,0,0,0,7,6,1
"1939.SKBTI.1194",3,1072,559,491,81,433,4,13406,1,1208,289,2371,1,20,431,22,0,119,593,16,0,0,0,0,1,315,0,5,36,996,1,2752,47,900,3,337,2644,9,22,0,0,0,37,0,3,277,1347,174
"1939.SKBTI.1202",0,228,163,1096,37,55,10,3167,0,729,2,540,0,168,25,20,0,32,0,0,0,0,0,0,5,202,0,1,10,4,0,28,8,66,0,8,123,0,27,0,8,0,0,6,5,0,0,0
"1939.SKBTI.1215",0,559,459,23,114,10,10,17247,7,8758,97,2025,0,115,518,641,2,170,13,28,215,0,3,0,0,10,0,0,0,29,0,423,8,1774,0,1368,1086,0,28,0,51,0,32,0,36,15,0,2
"1939.SKBTI.1241",0,875,286,1154,5,1,7,20223,0,1010,82,1224,0,94,192,907,0,72,2,0,28,0,0,0,0,65,0,0,35,0,0,2686,0,226,3,163,508,4,8,2,16,0,18,0,32,43,938,315
"1939.SKBTI.1148",0,983,1400,110,56,2,53,17099,0,916,38,1763,0,174,347,1736,0,11,252,0,0,0,0,0,31,136,0,0,11,6,5,69,5,32,0,120,127,8,32,0,4,23,85,2,2,416,323,42
"1939.SKBTI.1152",0,4475,1054,1322,190,840,4,18241,13,3113,149,3191,0,85,598,3274,4,93,14,103,750,3,0,4,0,828,16,10,0,25,2,4370,61,2124,0,176,1895,357,77,0,3,0,132,46,20,55,2719,719
"1939.SKBTI.1260",24,3230,254,3,49,0,1,22121,0,1975,88,855,0,20,499,267,0,230,0,0,0,0,0,0,0,31,5,0,0,10,13393,147,0,1837,0,153,888,0,9,0,0,0,13,7,0,7,0,0
"1939.SKBTI.1263",0,3,490,17,79,35,10,10958,12,13841,195,2078,0,50,319,75,0,207,293,0,0,2,0,0,0,27,0,0,0,12,0,847,0,630,0,535,417,4,20,6,53,0,300,94,35,43,24,166
"1939.SKBTI.1299",19,2,959,1978,1983,10,183,1224,0,2864,169,793,157,3693,141,3497,1,357,0,0,0,5,2,5,0,32,0,0,0,2843,15,229,3,979,2,1855,339,1,36,51,18,0,81,20,0,2,0,0
"1939.SKBTI.1311",0,930,767,2132,54,41,0,13463,0,3711,235,1079,0,363,820,939,0,177,55,112,132,5,10,25,149,26,0,5,26,4,0,307,4,892,34,294,330,6,97,0,93,0,47,9,12,3,4,61
"1939.SKBTI.1170",15,1933,182,1568,43,81,2,11992,0,1994,46,610,0,0,256,217,0,133,12,39,15,0,0,0,0,330,10,0,314,10,180,89,11,995,0,21,368,0,15,0,39,0,21,26,18,7,783,153
"1939.SKBTI.0482",0,921,408,1971,0,8,30,18394,25,4674,80,2192,0,282,293,14,0,123,0,0,661,1,2,1,0,903,0,0,714,0,2,61,2,926,0,2,1002,0,12,0,0,0,0,0,48,113,44,0
"1939.SKBTI.0530",9,3292,1006,2722,184,10,22,18277,24,3494,104,748,0,94,850,229,16,274,1938,262,0,1,5,2,3656,605,3,0,0,32,6,28,365,795,2,501,852,0,14,0,45,4,571,0,100,428,0,154
"1939.SKBTI.0528",0,0,105,390,0,3,1,3223,0,217,20,317,0,10,75,598,0,6,50,0,0,0,0,0,1,1,0,0,0,7,0,78,5,66,0,1101,105,0,2,1,6,0,37,8,2,4,10,0
"1939.SKBTI.0497",4,2370,99,2,11,11,1,13194,0,1652,44,461,0,35,220,256,1,80,0,0,0,0,1,0,0,57,1,0,0,16,9798,65,0,1226,2,157,743,0,11,0,0,0,3,0,0,2,1,0
"1939.SKBTI.0533",5,150,298,11839,20,12,27,15509,3,6019,340,2864,0,4,369,27043,0,21,7,0,159,0,1,11,1,320,0,0,81,1323,5961,17,2,1788,0,404,618,102,29,2,175,0,184,40,1,2,230,102
"1939.SKBTI.0485",0,6564,97,951,34,162,13,6168,0,2233,46,460,0,0,181,5,0,28,0,44,212,2,1,0,0,106,0,0,44,6,0,89,78,322,12,77,283,11,11,0,1,0,47,0,37,4,1197,138
"1939.SKBTI.0487",0,5,235,2528,22,3,55,13577,7,12102,22,854,7,7196,132,3077,165,480,9,0,288,0,0,3,0,340,0,0,0,7,2,89,0,342,1,19,716,0,4,66,99,3,18,0,83,6,703,0
"1939.SKBTI.0491",0,79,228,32,5,2,4,6049,2,455,7,592,0,17,334,1,24,27,0,0,2,2,0,3,0,5,0,0,3,14,0,24,0,470,0,318,231,0,0,0,7,0,7,2,4,0,1,1
"1939.SKBTI.0493",0,1440,383,2872,0,3,4,13667,0,122,226,1847,0,0,124,957,0,58,0,0,10,0,0,0,0,27,0,0,0,0,3,2489,0,242,1,645,236,2,21,0,0,0,34,21,0,0,7,25
"1939.SKBTI.0494",0,153,153,6,6,2,4,8368,5,831,7,423,0,123,159,260,0,27,0,0,98,0,0,1,0,38,0,0,85,3,0,387,23,255,0,37,147,0,12,24,460,89,12,4,18,5,80,153
"1939.SKBTI.0510",3,319,88,871,21,499,0,11798,2,1876,231,971,0,12,125,7,0,169,0,0,176,4,2,0,0,277,0,0,173,5,0,382,1,840,1,76,946,0,3,0,1,0,17,3,5,1,871,0
"1939.SKBTI.0496",0,237,241,96,0,1,30,3808,0,282,63,328,0,166,27,1,1,5,10,0,0,5,0,0,74,57,0,0,8,0,0,9,0,50,0,32,108,4,2,2,0,1,1,6,7,6,3,75
"1939.SKBTI.0538",0,122,181,0,18,3,11,4759,0,2104,25,486,0,126,123,617,0,54,2,0,15,0,0,0,0,36,0,0,5,2,3,8,0,62,2,101,139,0,8,8,11,0,0,0,2,3,10,89
"1939.SKBTI.0540",4,1160,125,5,110,40,1,6366,0,534,15,344,0,0,47,27,0,46,1115,9,0,0,0,0,0,87,0,5,18,134,12,127,3,348,0,58,559,10,4,0,0,0,13,5,9,0,361,97
"1939.SKBTI.0558",0,371,299,957,0,60,0,3098,6,1188,35,1106,0,1,131,3,0,47,0,5,148,0,0,0,0,252,0,0,106,0,0,0,0,368,0,2,282,1,1,4,0,0,14,0,5,0,308,72
"1939.SKBTI.0559",0,43,141,135,0,2,1,3321,0,359,14,162,0,25,24,595,0,36,64,0,36,4,0,10,0,116,0,0,21,0,14,0,0,49,2,8,57,0,8,0,0,0,0,0,2,0,155,0
"1939.SKBTI.0561",0,2,105,528,29,3,1,3700,0,391,14,250,0,3,55,17,0,38,0,0,35,0,0,0,0,21,0,0,0,4,0,76,4,174,0,37,25,0,2,0,1,0,46,0,8,8,39,40
"1939.SKBTI.0592",0,284,1117,1539,7,11,10,10407,0,1081,63,1313,0,442,448,816,0,175,0,0,93,0,8,2,0,39,0,0,0,2,4,12,11,107,12,606,127,0,22,27,5,0,0,0,0,0,29,96
"1939.SKBTI.0488",2,49,427,2834,2,15,31,11056,2,3130,44,3195,0,1234,700,987,0,91,2194,0,2,0,0,3,0,53,0,0,0,0,1,213,15,206,2,43,287,6,15,147,266,21,5,0,2,57,63,619
